UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
173258,1523,50.8,49.2,Moderate,Very Large,"1,523+ faculty (extensive resources) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty",0.534,13.3,6.5,10.4,65.7
130590,1522,48.3,51.7,Moderate,Very Large,"1,522+ faculty (extensive resources) | Gender-balanced faculty (48.3% female) | Moderately diverse faculty",0.511,12.4,6.6,9.3,67.8
200217,1521,52.1,47.9,Low,Very Large,"1,521+ faculty (extensive resources) | Gender-balanced faculty (52.1% female) | Emerging faculty diversity",0.237,0.6,0.0,1.8,87.0
407629,1521,46.7,53.3,Moderate,Very Large,"1,521+ faculty (extensive resources) | Gender-balanced faculty (46.7% female) | Moderately diverse faculty",0.422,13.0,4.1,5.3,74.6
167729,1518,53.7,46.3,Moderate,Very Large,"1,518+ faculty (extensive resources) | Gender-balanced faculty (53.7% female) | Moderately diverse faculty",0.378,11.7,4.9,4.7,77.7
229267,1514,47.2,52.8,Moderate,Very Large,"1,514+ faculty (extensive resources) | Gender-balanced faculty (47.2% female) | Moderately diverse faculty | Strong 16.6% hispanic faculty representation",0.474,10.0,2.1,16.6,69.8
128328,1512,32.0,68.0,Low,Very Large,"1,512+ faculty (extensive resources) | Male-majority faculty (68.0%) | Emerging faculty diversity",0.16,5.5,1.3,0.0,91.5
239318,1511,33.2,66.8,Moderate,Very Large,"1,511+ faculty (extensive resources) | Male-majority faculty (66.8%) | Moderately diverse faculty",0.311,7.5,1.2,3.0,82.5
207263,1510,54.8,45.2,Moderate,Very Large,"1,510+ faculty (extensive resources) | Gender-balanced faculty (54.8% female) | Moderately diverse faculty",0.438,4.6,1.3,1.8,74.0
225414,1509,52.4,47.6,High,Very Large,"1,509+ faculty (extensive resources) | Gender-balanced faculty (52.4% female) | Highly diverse faculty | Strong 16.6% asian faculty representation",0.64,16.6,6.8,10.3,55.7
156365,1506,59.4,40.6,Moderate,Very Large,"1,506+ faculty (extensive resources) | Gender-balanced faculty (59.4% female) | Moderately diverse faculty",0.414,4.5,5.4,3.1,75.8
234207,1496,48.8,51.2,Moderate,Very Large,"1,496+ faculty (extensive resources) | Gender-balanced faculty (48.8% female) | Moderately diverse faculty",0.502,5.7,4.4,4.6,69.3
161554,1495,56.5,43.5,Moderate,Very Large,"1,495+ faculty (extensive resources) | Gender-balanced faculty (56.5% female) | Moderately diverse faculty",0.379,3.1,1.6,2.0,78.1
113634,1493,50.4,49.6,High,Very Large,"1,493+ faculty (extensive resources) | Gender-balanced faculty (50.4% female) | Highly diverse faculty",0.617,13.7,5.8,12.9,58.3
190044,1493,41.5,58.5,Moderate,Very Large,"1,493+ faculty (extensive resources) | Gender-balanced faculty (41.5% female) | Moderately diverse faculty",0.543,10.2,1.6,2.8,64.8
110468,1492,66.8,33.2,High,Very Large,"1,492+ faculty (extensive resources) | Female-majority faculty (66.8%) | Highly diverse faculty",0.651,10.9,6.5,7.2,54.3
215929,1486,44.2,55.8,Low,Very Large,"1,486+ faculty (extensive resources) | Gender-balanced faculty (44.2% female) | Emerging faculty diversity",0.256,1.0,1.3,1.0,85.9
147536,1482,70.6,29.4,Moderate,Very Large,"1,482+ faculty (extensive resources) | Female-majority faculty (70.6%) | Moderately diverse faculty | Strong 16.7% black faculty representation",0.548,5.7,16.7,9.2,64.1
216287,1480,46.4,53.6,Moderate,Very Large,"1,480+ faculty (extensive resources) | Gender-balanced faculty (46.4% female) | Moderately diverse faculty",0.584,10.7,5.5,7.2,62.4
161767,1479,62.8,37.2,Moderate,Very Large,"1,479+ faculty (extensive resources) | Female-majority faculty (62.8%) | Moderately diverse faculty",0.372,6.6,10.5,2.9,78.2
155681,1477,47.5,52.5,Low,Very Large,"1,477+ faculty (extensive resources) | Gender-balanced faculty (47.5% female) | Emerging faculty diversity",0.234,6.4,1.0,1.2,87.2
215239,1476,54.4,45.6,Moderate,Very Large,"1,476+ faculty (extensive resources) | Gender-balanced faculty (54.4% female) | Moderately diverse faculty | Strong 18.6% black faculty representation",0.504,4.7,18.6,5.2,67.5
137546,1463,49.1,50.9,Moderate,Very Large,"1,463+ faculty (extensive resources) | Gender-balanced faculty (49.1% female) | Moderately diverse faculty",0.435,3.6,4.9,6.8,74.4
144351,1463,58.2,41.8,Moderate,Very Large,"1,463+ faculty (extensive resources) | Gender-balanced faculty (58.2% female) | Moderately diverse faculty",0.361,2.9,7.4,2.3,79.3
118976,1457,56.6,43.4,Moderate,Very Large,"1,457+ faculty (extensive resources) | Gender-balanced faculty (56.6% female) | Moderately diverse faculty",0.464,4.9,4.1,13.9,71.5
240125,1456,56.2,43.8,Low,Very Large,"1,456+ faculty (extensive resources) | Gender-balanced faculty (56.2% female) | Emerging faculty diversity",0.205,0.5,3.4,4.8,88.9
196185,1447,50.0,50.0,Moderate,Very Large,"1,447+ faculty (extensive resources) | Gender-balanced faculty (50.0% female) | Moderately diverse faculty",0.423,10.4,4.6,3.7,74.8
170301,1446,53.9,46.1,Moderate,Very Large,"1,446+ faculty (extensive resources) | Gender-balanced faculty (53.9% female) | Moderately diverse faculty",0.343,6.3,3.1,3.6,80.6
217420,1445,66.4,33.6,Moderate,Very Large,"1,445+ faculty (extensive resources) | Female-majority faculty (66.4%) | Moderately diverse faculty",0.403,10.4,3.4,5.1,76.3
196468,1445,69.8,30.2,High,Very Large,"1,445+ faculty (extensive resources) | Female-majority faculty (69.8%) | Highly diverse faculty",0.604,11.1,10.7,7.1,60.0
226152,1444,46.3,53.7,High,Very Large,"1,444+ faculty (extensive resources) | Gender-balanced faculty (46.3% female) | Highly diverse faculty | Strong 15.7% asian faculty, 42.3% hispanic faculty representation",0.714,15.7,2.4,42.3,26.9
156082,1443,58.4,41.6,Moderate,Very Large,"1,443+ faculty (extensive resources) | Gender-balanced faculty (58.4% female) | Moderately diverse faculty",0.413,1.5,1.4,5.5,75.7
482158,1443,51.5,48.5,Moderate,Very Large,"1,443+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Moderately diverse faculty",0.427,4.9,12.8,1.9,74.4
213385,1441,41.7,58.3,Moderate,Very Large,"1,441+ faculty (extensive resources) | Gender-balanced faculty (41.7% female) | Moderately diverse faculty",0.477,5.1,1.7,5.3,70.9
217475,1435,64.8,35.2,Low,Very Large,"1,435+ faculty (extensive resources) | Female-majority faculty (64.8%) | Emerging faculty diversity",0.201,2.4,4.5,2.1,89.2
177995,1435,61.0,39.0,Moderate,Very Large,"1,435+ faculty (extensive resources) | Female-majority faculty (61.0%) | Moderately diverse faculty",0.327,3.4,8.3,1.0,81.5
218070,1432,47.6,52.4,Moderate,Very Large,"1,432+ faculty (extensive resources) | Gender-balanced faculty (47.6% female) | Moderately diverse faculty",0.326,7.8,4.2,4.3,81.5
202523,1431,47.5,52.5,Moderate,Very Large,"1,431+ faculty (extensive resources) | Gender-balanced faculty (47.5% female) | Moderately diverse faculty",0.491,7.6,3.8,7.9,70.0
176479,1428,53.9,46.1,Moderate,Very Large,"1,428+ faculty (extensive resources) | Gender-balanced faculty (53.9% female) | Moderately diverse faculty",0.349,2.0,9.3,2.5,79.9
161086,1426,55.0,45.0,Moderate,Very Large,"1,426+ faculty (extensive resources) | Gender-balanced faculty (55.0% female) | Moderately diverse faculty",0.527,8.7,3.4,4.1,67.1
159966,1424,58.9,41.1,Moderate,Very Large,"1,424+ faculty (extensive resources) | Gender-balanced faculty (58.9% female) | Moderately diverse faculty",0.302,4.1,4.8,1.2,83.1
193478,1421,60.5,39.5,Moderate,Very Large,"1,421+ faculty (extensive resources) | Female-majority faculty (60.5%) | Moderately diverse faculty",0.37,6.6,9.5,4.8,78.4
165334,1420,40.8,59.2,Moderate,Very Large,"1,420+ faculty (extensive resources) | Gender-balanced faculty (40.8% female) | Moderately diverse faculty",0.597,12.5,6.6,9.2,60.4
192819,1417,51.9,48.1,Moderate,Very Large,"1,417+ faculty (extensive resources) | Gender-balanced faculty (51.9% female) | Moderately diverse faculty",0.436,7.8,3.6,3.5,74.1
198543,1415,46.5,53.5,High,Very Large,"1,415+ faculty (extensive resources) | Gender-balanced faculty (46.5% female) | Highly diverse faculty | Strong 40.8% black faculty representation",0.693,12.0,40.8,3.7,34.8
207315,1414,49.2,50.8,Moderate,Very Large,"1,414+ faculty (extensive resources) | Gender-balanced faculty (49.2% female) | Moderately diverse faculty",0.503,8.2,2.7,3.7,69.2
201654,1407,39.5,60.5,Low,Very Large,"1,407+ faculty (extensive resources) | Male-majority faculty (60.5%) | Emerging faculty diversity",0.171,4.8,2.4,1.2,90.9
137078,1405,59.8,40.2,Moderate,Very Large,"1,405+ faculty (extensive resources) | Gender-balanced faculty (59.8% female) | Moderately diverse faculty",0.411,4.3,11.0,7.8,75.4
175005,1399,82.4,17.6,Low,Very Large,"1,399+ faculty (extensive resources) | Female-majority faculty (82.4%) | Emerging faculty diversity",0.281,5.9,6.0,2.7,84.3
121901,1396,52.1,47.9,Moderate,Very Large,"1,396+ faculty (extensive resources) | Gender-balanced faculty (52.1% female) | Moderately diverse faculty | Strong 21.8% hispanic faculty representation",0.596,6.2,7.9,21.8,58.7
151263,1395,59.3,40.7,Low,Very Large,"1,395+ faculty (extensive resources) | Gender-balanced faculty (59.3% female) | Emerging faculty diversity",0.286,4.9,5.0,2.4,84.2
143853,1393,58.7,41.3,Moderate,Very Large,"1,393+ faculty (extensive resources) | Gender-balanced faculty (58.7% female) | Moderately diverse faculty | Strong 20.4% asian faculty representation",0.468,20.4,2.4,4.7,69.8
228909,1391,58.6,41.4,High,Very Large,"1,391+ faculty (extensive resources) | Gender-balanced faculty (58.6% female) | Highly diverse faculty | Strong 18.5% asian faculty representation",0.615,18.5,5.5,7.3,58.3
174844,1388,53.3,46.7,Moderate,Very Large,"1,388+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty",0.413,7.6,4.1,3.5,75.9
168227,1386,38.5,61.5,Moderate,Very Large,"1,386+ faculty (extensive resources) | Male-majority faculty (61.5%) | Moderately diverse faculty | Strong 18.1% asian faculty representation",0.554,18.1,3.6,2.6,63.2
140331,1386,51.5,48.5,Moderate,Very Large,"1,386+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Moderately diverse faculty | Strong 26.3% black faculty representation",0.465,2.5,26.3,2.0,68.2
160904,1382,51.8,48.2,High,Very Large,"1,382+ faculty (extensive resources) | Gender-balanced faculty (51.8% female) | Highly diverse faculty | Strong 38.8% black faculty representation",0.719,2.3,38.8,2.7,32.3
121619,1377,53.6,46.4,High,Very Large,"1,377+ faculty (extensive resources) | Gender-balanced faculty (53.6% female) | Highly diverse faculty | Strong 27.5% hispanic faculty representation",0.672,14.1,2.2,27.5,47.8
172617,1377,48.4,51.6,Moderate,Very Large,"1,377+ faculty (extensive resources) | Gender-balanced faculty (48.4% female) | Moderately diverse faculty",0.526,5.2,9.8,1.3,66.7
146612,1376,53.3,46.7,Moderate,Very Large,"1,376+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty",0.407,9.9,5.5,4.1,75.9
159656,1372,44.4,55.6,Moderate,Very Large,"1,372+ faculty (extensive resources) | Gender-balanced faculty (44.4% female) | Moderately diverse faculty",0.484,4.9,7.6,6.0,70.7
122180,1372,54.6,45.4,High,Very Large,"1,372+ faculty (extensive resources) | Gender-balanced faculty (54.6% female) | Highly diverse faculty",0.64,9.8,9.4,13.4,56.5
119678,1372,19.0,81.0,Low,Very Large,"1,372+ faculty (extensive resources) | Male-majority faculty (81.0%) | Emerging faculty diversity",0.284,7.7,1.5,3.2,84.2
209038,1365,57.4,42.6,Moderate,Very Large,"1,365+ faculty (extensive resources) | Gender-balanced faculty (57.4% female) | Moderately diverse faculty",0.329,4.6,1.5,5.1,81.5
105154,1362,55.0,45.0,Moderate,Very Large,"1,362+ faculty (extensive resources) | Gender-balanced faculty (55.0% female) | Moderately diverse faculty",0.361,3.5,4.8,9.4,79.1
219976,1362,50.5,49.5,Low,Very Large,"1,362+ faculty (extensive resources) | Gender-balanced faculty (50.5% female) | Emerging faculty diversity",0.224,0.7,3.6,4.7,87.9
172051,1361,47.5,52.5,Moderate,Very Large,"1,361+ faculty (extensive resources) | Gender-balanced faculty (47.5% female) | Moderately diverse faculty",0.368,10.7,4.2,1.5,78.6
137096,1360,56.6,43.4,Moderate,Very Large,"1,360+ faculty (extensive resources) | Gender-balanced faculty (56.6% female) | Moderately diverse faculty",0.426,3.7,7.7,8.8,74.6
459949,1355,51.5,48.5,High,Very Large,"1,355+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Highly diverse faculty | Strong 22.1% hispanic faculty representation",0.676,11.7,2.8,22.1,50.3
176178,1353,59.5,40.5,Low,Very Large,"1,353+ faculty (extensive resources) | Gender-balanced faculty (59.5% female) | Emerging faculty diversity",0.17,0.5,7.7,0.0,90.8
136950,1351,54.3,45.7,Moderate,Very Large,"1,351+ faculty (extensive resources) | Gender-balanced faculty (54.3% female) | Moderately diverse faculty",0.494,5.3,5.0,12.1,69.4
218830,1350,60.0,40.0,Moderate,Very Large,"1,350+ faculty (extensive resources) | Female-majority faculty (60.0%) | Moderately diverse faculty",0.315,3.3,10.0,3.3,82.0
188854,1350,38.0,62.0,Moderate,Very Large,"1,350+ faculty (extensive resources) | Male-majority faculty (62.0%) | Moderately diverse faculty",0.342,2.0,4.0,0.7,80.0
159939,1350,39.4,60.6,Moderate,Very Large,"1,350+ faculty (extensive resources) | Male-majority faculty (60.6%) | Moderately diverse faculty",0.426,11.0,5.0,3.9,74.6
162007,1346,56.0,44.0,Moderate,Very Large,"1,346+ faculty (extensive resources) | Gender-balanced faculty (56.0% female) | Moderately diverse faculty | Strong 67.5% black faculty representation",0.518,8.2,67.5,5.2,12.4
441937,1342,56.9,43.1,High,Very Large,"1,342+ faculty (extensive resources) | Gender-balanced faculty (56.9% female) | Highly diverse faculty | Strong 20.1% hispanic faculty representation",0.624,10.7,2.2,20.1,56.6
145336,1338,57.7,42.3,High,Very Large,"1,338+ faculty (extensive resources) | Gender-balanced faculty (57.7% female) | Highly diverse faculty | Strong 17.1% black faculty representation",0.662,13.3,17.1,2.8,53.0
166939,1337,58.7,41.3,High,Very Large,"1,337+ faculty (extensive resources) | Gender-balanced faculty (58.7% female) | Highly diverse faculty",0.729,9.5,4.6,7.3,42.9
131399,1334,51.8,48.2,High,Very Large,"1,334+ faculty (extensive resources) | Gender-balanced faculty (51.8% female) | Highly diverse faculty | Strong 47.2% black faculty representation",0.685,8.1,47.2,2.5,28.2
147776,1332,53.7,46.3,High,Very Large,"1,332+ faculty (extensive resources) | Gender-balanced faculty (53.7% female) | Highly diverse faculty",0.631,13.1,6.7,11.4,56.9
189088,1331,49.1,50.9,High,Very Large,"1,331+ faculty (extensive resources) | Gender-balanced faculty (49.1% female) | Highly diverse faculty",0.615,6.2,6.8,2.2,58.5
144865,1329,56.0,44.0,Moderate,Very Large,"1,329+ faculty (extensive resources) | Gender-balanced faculty (56.0% female) | Moderately diverse faculty",0.378,9.4,4.5,4.5,78.0
198385,1328,54.0,46.0,Moderate,Very Large,"1,328+ faculty (extensive resources) | Gender-balanced faculty (54.0% female) | Moderately diverse faculty",0.54,5.8,7.4,13.8,65.5
218964,1327,56.6,43.4,Moderate,Very Large,"1,327+ faculty (extensive resources) | Gender-balanced faculty (56.6% female) | Moderately diverse faculty",0.341,4.3,8.9,3.7,80.5
212601,1326,54.5,45.5,Moderate,Very Large,"1,326+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty",0.445,12.7,3.2,1.8,73.1
134945,1322,62.4,37.6,Moderate,Very Large,"1,322+ faculty (extensive resources) | Female-majority faculty (62.4%) | Moderately diverse faculty",0.34,4.7,6.0,4.0,80.7
201195,1320,55.3,44.7,Low,Very Large,"1,320+ faculty (extensive resources) | Gender-balanced faculty (55.3% female) | Emerging faculty diversity",0.285,6.5,4.8,3.1,84.1
110097,1320,39.8,60.2,Moderate,Very Large,"1,320+ faculty (extensive resources) | Male-majority faculty (60.2%) | Moderately diverse faculty",0.545,14.0,2.3,6.4,64.8
199999,1317,56.9,43.1,Moderate,Very Large,"1,317+ faculty (extensive resources) | Gender-balanced faculty (56.9% female) | Moderately diverse faculty | Strong 54.7% black faculty representation",0.594,10.8,54.7,1.8,30.8
487162,1314,60.3,39.7,Moderate,Very Large,"1,314+ faculty (extensive resources) | Female-majority faculty (60.3%) | Moderately diverse faculty",0.303,1.4,14.4,1.4,82.2
187444,1314,52.8,47.2,Moderate,Very Large,"1,314+ faculty (extensive resources) | Gender-balanced faculty (52.8% female) | Moderately diverse faculty | Strong 19.3% asian faculty representation",0.545,19.3,9.6,5.9,63.6
195720,1313,60.5,39.5,Moderate,Very Large,"1,313+ faculty (extensive resources) | Female-majority faculty (60.5%) | Moderately diverse faculty",0.332,8.5,4.7,3.6,81.0
168254,1311,49.5,50.5,Moderate,Very Large,"1,311+ faculty (extensive resources) | Gender-balanced faculty (49.5% female) | Moderately diverse faculty",0.518,9.4,4.7,2.7,67.8
190576,1311,50.7,49.3,Moderate,Very Large,"1,311+ faculty (extensive resources) | Gender-balanced faculty (50.7% female) | Moderately diverse faculty",0.447,8.7,10.6,5.8,72.8
198136,1307,49.7,50.3,Low,Very Large,"1,307+ faculty (extensive resources) | Gender-balanced faculty (49.7% female) | Emerging faculty diversity",0.247,4.6,4.4,4.0,86.5
128902,1307,47.1,52.9,Moderate,Very Large,"1,307+ faculty (extensive resources) | Gender-balanced faculty (47.1% female) | Moderately diverse faculty",0.427,7.4,3.2,3.8,74.8
111081,1305,43.4,56.6,Moderate,Very Large,"1,305+ faculty (extensive resources) | Gender-balanced faculty (43.4% female) | Moderately diverse faculty",0.499,10.3,5.5,10.3,69.0
228158,1304,52.1,47.9,Low,Very Large,"1,304+ faculty (extensive resources) | Gender-balanced faculty (52.1% female) | Emerging faculty diversity",0.271,1.5,1.5,9.9,84.7
